Accident_ID,Severity,State,City,Weather_Condition,Road_Condition,Light_Condition,Hour_Of_Day,Is_Weekend
A-101248,1,NC,Charlotte,Snow,Icy,Daylight,6,0
A-101249,3,CA,San Diego,Heavy Rain,Wet,Daylight,7,1
A-101250,1,CA,Los Angeles,Clear,Dry,Daylight,15,1
A-101251,2,FL,Miami,Rain,Wet,Daylight,11,1
A-101252,2,CA,San Diego,Clear,Dry,Daylight,10,0
A-101253,4,FL,Miami,Clear,Dry,Dark - Street Lights,20,0
A-101254,1,IL,Chicago,Clear,Construction Zone,Daylight,17,0
A-101255,1,TX,Houston,Rain,Wet,Daylight,16,1
A-101256,1,FL,Miami,Clear,Dry,Daylight,15,0
A-101257,1,CA,San Diego,Clear,Dry,Daylight,9,1
A-101258,1,NC,Charlotte,Clear,Dry,Daylight,7,0
A-101259,3,FL,Miami,Clear,Construction Zone,Daylight,11,0
A-101260,1,TX,Houston,Clear,Dry,Daylight,8,1
A-101261,4,TX,Houston,Fog,Dry,Daylight,9,0
A-101262,3,NC,Charlotte,Fog,Dry,Dusk,5,1
A-101263,3,CA,Los Angeles,Fog,Dry,Daylight,7,0
A-101264,1,FL,Miami,Clear,Dry,Daylight,15,1
A-101265,3,FL,Miami,Heavy Rain,Construction Zone,Daylight,15,1
A-101266,3,IL,Chicago,Snow,Icy,Daylight,6,0
A-101267,1,AZ,Phoenix,Clear,Wet,Daylight,15,0
A-101268,4,FL,Miami,Fog,Construction Zone,Daylight,7,1
A-101269,1,FL,Miami,Clear,Dry,Daylight,15,0
A-101270,1,NC,Charlotte,Rain,Wet,Dusk,5,1
A-101271,1,TX,Houston,Fog,Dry,Daylight,14,0
A-101272,1,NC,Charlotte,Clear,Dry,Daylight,9,0
A-101273,2,NY,New York,Clear,Wet,Daylight,14,0
A-101274,2,IL,Chicago,Clear,Dry,Daylight,10,1
A-101275,3,TX,Houston,Clear,Dry,Daylight,17,0
A-101276,2,NY,New York,Heavy Rain,Wet,Daylight,14,1
A-101277,2,NC,Charlotte,Clear,Dry,Daylight,8,0
A-101278,2,FL,Miami,Clear,Dry,Daylight,7,1
A-101279,1,NC,Charlotte,Clear,Dry,Daylight,11,0
A-101280,3,NY,New York,Clear,Dry,Daylight,15,0
A-101281,3,AZ,Phoenix,Heavy Rain,Construction Zone,Dark - Street Lights,20,1
A-101282,2,IL,Chicago,Rain,Wet,Daylight,13,0
A-101283,2,AZ,Phoenix,Clear,Wet,Daylight,16,1
A-101284,2,CA,Los Angeles,Clear,Dry,Daylight,16,0
A-101285,1,NY,New York,Rain,Wet,Daylight,8,0
A-101286,3,CA,San Diego,Clear,Dry,Daylight,15,0
A-101287,2,FL,Miami,Clear,Dry,Daylight,18,1
A-101288,4,AZ,Phoenix,Heavy Rain,Construction Zone,Daylight,14,0
A-101289,2,CA,San Diego,Clear,Dry,Daylight,15,0
A-101290,1,AZ,Phoenix,Clear,Dry,Daylight,16,1
A-101291,2,AZ,Phoenix,Heavy Rain,Wet,Daylight,13,0
A-101292,3,TX,Houston,Fog,Dry,Daylight,7,1
A-101293,4,TX,Houston,Snow,Icy,Daylight,7,0
A-101294,1,AZ,Phoenix,Clear,Dry,Daylight,11,0
A-101295,2,CA,San Diego,Clear,Dry,Daylight,10,1
A-101296,1,CA,San Diego,Overcast,Dry,Dark - Street Lights,0,1
A-101297,3,FL,Miami,Rain,Construction Zone,Daylight,13,1
A-101298,3,NC,Charlotte,Clear,Dry,Daylight,12,0
A-101299,1,IL,Chicago,Rain,Wet,Daylight,17,0
A-101300,2,IL,Chicago,Clear,Wet,Daylight,18,0
A-101301,2,TX,Houston,Rain,Construction Zone,Dark - Street Lights,2,1
A-101302,1,NC,Charlotte,Clear,Dry,Daylight,15,0
A-101303,2,IL,Chicago,Clear,Wet,Dark - Street Lights,0,0
A-101304,3,NC,Charlotte,Clear,Dry,Daylight,10,0
A-101305,2,NC,Charlotte,Fog,Dry,Dark - Street Lights,23,0
A-101306,1,TX,Houston,Snow,Snow Cover,Daylight,18,0
A-101307,3,NC,Charlotte,Rain,Wet,Daylight,17,0
A-101308,1,TX,Houston,Clear,Dry,Dusk,19,0
A-101309,2,CA,San Diego,Clear,Construction Zone,Daylight,6,0
A-101310,3,AZ,Phoenix,Clear,Dry,Daylight,17,1
A-101311,2,CA,San Diego,Rain,Wet,Daylight,15,0
A-101312,3,IL,Chicago,Heavy Rain,Wet,Daylight,18,0
A-101313,3,AZ,Phoenix,Heavy Rain,Wet,Dawn,19,0
A-101314,2,FL,Miami,Clear,Dry,Daylight,8,0
A-101315,4,FL,Miami,Clear,Wet,Daylight,16,1
A-101316,2,CA,Los Angeles,Clear,Dry,Daylight,8,0
A-101317,2,IL,Chicago,Clear,Dry,Daylight,17,0
A-101318,3,CA,San Diego,Clear,Dry,Daylight,10,0
A-101319,2,FL,Miami,Rain,Wet,Daylight,13,0
A-101320,4,CA,Los Angeles,Overcast,Dry,Daylight,14,0
A-101321,1,NC,Charlotte,Clear,Construction Zone,Daylight,15,1
A-101322,2,IL,Chicago,Snow,Snow Cover,Daylight,7,0
A-101323,3,CA,Los Angeles,Snow,Snow Cover,Dark - Street Lights,20,0
A-101324,2,TX,Houston,Clear,Dry,Dark - No Lights,23,0
A-101325,1,AZ,Phoenix,Clear,Construction Zone,Dawn,5,0
A-101326,3,IL,Chicago,Snow,Snow Cover,Daylight,16,0
A-101327,3,NC,Charlotte,Clear,Dry,Daylight,15,0
A-101328,3,FL,Miami,Heavy Rain,Wet,Daylight,7,0
A-101329,3,CA,San Diego,Clear,Construction Zone,Daylight,15,0
A-101330,4,TX,Houston,Overcast,Dry,Dark - Street Lights,20,1
A-101331,1,IL,Chicago,Rain,Wet,Daylight,14,0
A-101332,2,FL,Miami,Rain,Wet,Daylight,10,0
A-101333,2,CA,San Diego,Rain,Wet,Daylight,17,0
A-101334,1,IL,Chicago,Clear,Dry,Dark - No Lights,0,1
A-101335,3,NC,Charlotte,Snow,Icy,Daylight,8,0
A-101336,3,AZ,Phoenix,Clear,Dry,Daylight,8,1
A-101337,2,TX,Houston,Clear,Wet,Daylight,11,0
A-101338,2,NC,Charlotte,Rain,Wet,Dusk,5,0
A-101339,2,FL,Miami,Clear,Dry,Dark - Street Lights,21,0
A-101340,2,IL,Chicago,Clear,Dry,Daylight,6,1
A-101341,3,CA,Los Angeles,Clear,Construction Zone,Dusk,5,1
A-101342,2,CA,Los Angeles,Fog,Construction Zone,Daylight,8,1
A-101343,4,NC,Charlotte,Clear,Construction Zone,Daylight,6,0
A-101344,1,FL,Miami,Clear,Dry,Daylight,16,0
A-101345,2,FL,Miami,Clear,Dry,Dark - Street Lights,21,0
A-101346,2,CA,San Diego,Rain,Wet,Daylight,14,1
A-101347,2,NY,New York,Clear,Dry,Daylight,15,0
A-101348,3,NY,New York,Clear,Dry,Dark - Street Lights,23,0
A-101349,1,TX,Houston,Overcast,Dry,Daylight,11,1
A-101350,1,FL,Miami,Clear,Dry,Dusk,5,1
A-101351,1,CA,San Diego,Clear,Wet,Daylight,10,0
A-101352,3,CA,Los Angeles,Clear,Construction Zone,Daylight,6,0
A-101353,2,CA,San Diego,Clear,Wet,Daylight,7,0
A-101354,3,IL,Chicago,Rain,Wet,Daylight,16,0
A-101355,2,TX,Houston,Clear,Wet,Daylight,9,0
A-101356,1,AZ,Phoenix,Clear,Dry,Daylight,12,1
A-101357,3,TX,Houston,Clear,Construction Zone,Daylight,6,0
A-101358,1,IL,Chicago,Rain,Wet,Daylight,16,1
A-101359,3,IL,Chicago,Clear,Dry,Daylight,17,0
A-101360,2,FL,Miami,Fog,Dry,Daylight,8,0
A-101361,2,CA,San Diego,Clear,Dry,Daylight,15,1
A-101362,4,CA,San Diego,Clear,Wet,Daylight,16,0
A-101363,2,AZ,Phoenix,Clear,Dry,Daylight,15,0
A-101364,3,CA,San Diego,Fog,Dry,Daylight,11,0
A-101365,3,IL,Chicago,Overcast,Wet,Daylight,8,0
A-101366,3,CA,Los Angeles,Rain,Construction Zone,Daylight,15,0
A-101367,1,FL,Miami,Clear,Dry,Daylight,7,0
A-101368,2,NC,Charlotte,Clear,Construction Zone,Daylight,10,0
A-101369,2,CA,San Diego,Clear,Dry,Daylight,8,0
A-101370,3,AZ,Phoenix,Fog,Dry,Daylight,7,0
A-101371,3,CA,Los Angeles,Snow,Icy,Dark - Street Lights,20,0
A-101372,2,NY,New York,Fog,Dry,Daylight,9,1
A-101373,3,CA,San Diego,Rain,Construction Zone,Daylight,11,1
A-101374,1,NC,Charlotte,Clear,Dry,Dark - Street Lights,0,0
A-101375,2,TX,Houston,Overcast,Dry,Daylight,13,1
A-101376,1,TX,Houston,Clear,Wet,Daylight,9,0
A-101377,1,FL,Miami,Clear,Dry,Daylight,8,1
A-101378,2,FL,Miami,Overcast,Dry,Dark - Street Lights,21,0
A-101379,4,TX,Houston,Fog,Dry,Daylight,9,0
A-101380,2,AZ,Phoenix,Snow,Icy,Daylight,6,0
A-101381,4,CA,Los Angeles,Rain,Wet,Daylight,17,1
A-101382,1,CA,Los Angeles,Clear,Dry,Daylight,11,0
A-101383,1,TX,Houston,Clear,Dry,Daylight,16,1
A-101384,1,FL,Miami,Clear,Dry,Daylight,15,0
A-101385,1,TX,Houston,Rain,Wet,Daylight,7,0
A-101386,1,AZ,Phoenix,Fog,Dry,Dark - Street Lights,3,0
A-101387,2,CA,Los Angeles,Heavy Rain,Construction Zone,Daylight,10,0
A-101388,1,AZ,Phoenix,Rain,Wet,Daylight,12,0
A-101389,1,NY,New York,Clear,Wet,Dark - Street Lights,21,0
A-101390,2,IL,Chicago,Fog,Dry,Daylight,7,0
A-101391,2,NC,Charlotte,Clear,Dry,Daylight,10,0
A-101392,2,TX,Houston,Clear,Dry,Daylight,9,0
A-101393,1,IL,Chicago,Rain,Wet,Daylight,8,1
A-101394,2,CA,San Diego,Fog,Wet,Dark - Street Lights,3,0
A-101395,2,CA,San Diego,Clear,Dry,Dusk,5,0
A-101396,3,TX,Houston,Rain,Wet,Dark - No Lights,4,1
A-101397,3,IL,Chicago,Heavy Rain,Construction Zone,Dusk,19,0
A-101398,4,CA,Los Angeles,Overcast,Dry,Daylight,7,1
A-101399,3,CA,Los Angeles,Heavy Rain,Wet,Daylight,17,0
A-101400,2,CA,San Diego,Clear,Dry,Daylight,7,0
A-101401,1,NY,New York,Rain,Wet,Daylight,7,1
A-101402,1,NC,Charlotte,Clear,Wet,Daylight,13,0
A-101403,1,NY,New York,Clear,Dry,Daylight,14,1
A-101404,4,TX,Houston,Clear,Wet,Dark - Street Lights,21,1
A-101405,1,FL,Miami,Clear,Dry,Daylight,13,1
A-101406,1,CA,San Diego,Clear,Dry,Dark - No Lights,21,0
A-101407,1,CA,Los Angeles,Clear,Dry,Daylight,15,1
A-101408,1,NY,New York,Overcast,Dry,Dark - Street Lights,22,0
A-101409,2,AZ,Phoenix,Rain,Wet,Dark - Street Lights,21,1
A-101410,2,IL,Chicago,Snow,Snow Cover,Daylight,8,0
A-101411,2,FL,Miami,Clear,Dry,Daylight,16,0
A-101412,2,NC,Charlotte,Clear,Dry,Daylight,7,0
A-101413,1,NY,New York,Clear,Dry,Dark - Street Lights,1,1
A-101414,2,CA,San Diego,Rain,Wet,Daylight,11,0
A-101415,1,TX,Houston,Rain,Wet,Daylight,16,0
A-101416,1,CA,Los Angeles,Clear,Dry,Daylight,16,0
A-101417,3,TX,Houston,Snow,Icy,Dark - Street Lights,20,0
A-101418,3,IL,Chicago,Clear,Dry,Daylight,18,1
A-101419,1,TX,Houston,Clear,Dry,Daylight,8,0
A-101420,2,CA,San Diego,Rain,Wet,Dark - No Lights,1,1
A-101421,1,CA,Los Angeles,Clear,Dry,Dawn,19,1
A-101422,4,AZ,Phoenix,Fog,Dry,Daylight,16,0
A-101423,1,FL,Miami,Clear,Dry,Daylight,6,0
A-101424,2,CA,San Diego,Clear,Dry,Dusk,19,0
A-101425,1,TX,Houston,Rain,Wet,Dusk,19,0
A-101426,1,NC,Charlotte,Snow,Snow Cover,Daylight,15,0
A-101427,1,CA,Los Angeles,Heavy Rain,Wet,Daylight,18,0
A-101428,2,NC,Charlotte,Clear,Dry,Daylight,16,0
A-101429,1,NY,New York,Clear,Dry,Daylight,6,0
A-101430,1,NC,Charlotte,Clear,Dry,Daylight,11,0
A-101431,2,FL,Miami,Rain,Wet,Daylight,10,0
A-101432,2,FL,Miami,Clear,Dry,Daylight,10,0
A-101433,1,FL,Miami,Clear,Construction Zone,Daylight,16,1
A-101434,3,NC,Charlotte,Clear,Dry,Dark - No Lights,21,0
A-101435,4,TX,Houston,Snow,Snow Cover,Daylight,8,1
A-101436,3,FL,Miami,Heavy Rain,Wet,Daylight,7,1
A-101437,2,TX,Houston,Overcast,Dry,Daylight,10,1
A-101438,1,CA,San Diego,Clear,Dry,Daylight,12,0
A-101439,3,FL,Miami,Snow,Icy,Dusk,5,0
A-101440,1,TX,Houston,Clear,Dry,Daylight,16,0
A-101441,3,CA,Los Angeles,Fog,Dry,Daylight,8,1
A-101442,4,TX,Houston,Rain,Construction Zone,Dark - Street Lights,0,0
A-101443,3,NY,New York,Clear,Construction Zone,Daylight,16,0
A-101444,3,TX,Houston,Clear,Dry,Daylight,16,0
A-101445,3,CA,San Diego,Clear,Dry,Daylight,17,0
A-101446,1,TX,Houston,Clear,Dry,Dark - Street Lights,4,0
A-101447,2,IL,Chicago,Rain,Wet,Dark - Street Lights,2,0
A-101448,1,NY,New York,Fog,Dry,Daylight,7,1
A-101449,3,CA,Los Angeles,Clear,Dry,Daylight,14,0
A-101450,1,CA,Los Angeles,Overcast,Dry,Dark - Street Lights,22,0
A-101451,1,IL,Chicago,Clear,Dry,Dark - Street Lights,22,0
A-101452,1,TX,Houston,Clear,Wet,Dark - Street Lights,1,0
A-101453,3,NC,Charlotte,Overcast,Dry,Dusk,5,0
A-101454,2,TX,Houston,Overcast,Dry,Daylight,17,1
A-101455,3,IL,Chicago,Clear,Dry,Daylight,12,1
A-101456,4,CA,Los Angeles,Clear,Dry,Dusk,19,0
A-101457,4,NC,Charlotte,Heavy Rain,Wet,Daylight,6,1
A-101458,1,CA,San Diego,Clear,Dry,Daylight,13,0
A-101459,4,IL,Chicago,Heavy Rain,Wet,Daylight,9,1
A-101460,4,NY,New York,Fog,Construction Zone,Daylight,16,0
A-101461,1,NC,Charlotte,Clear,Wet,Dark - No Lights,3,0
A-101462,2,IL,Chicago,Clear,Dry,Daylight,13,0
A-101463,2,NC,Charlotte,Rain,Wet,Daylight,8,0
A-101464,1,FL,Miami,Clear,Dry,Daylight,16,0
A-101465,2,AZ,Phoenix,Snow,Snow Cover,Daylight,18,1
A-101466,2,NC,Charlotte,Clear,Dry,Daylight,15,0
A-101467,4,AZ,Phoenix,Clear,Dry,Daylight,17,1
A-101468,2,NC,Charlotte,Clear,Dry,Daylight,7,0
A-101469,3,NC,Charlotte,Rain,Construction Zone,Daylight,6,1
A-101470,3,CA,Los Angeles,Clear,Dry,Dark - Street Lights,20,0
A-101471,2,AZ,Phoenix,Clear,Dry,Daylight,8,0
A-101472,3,NY,New York,Clear,Dry,Daylight,18,0
A-101473,3,TX,Houston,Fog,Dry,Daylight,17,1
A-101474,2,TX,Houston,Clear,Dry,Daylight,7,0
A-101475,2,AZ,Phoenix,Clear,Dry,Daylight,9,0
A-101476,1,FL,Miami,Rain,Wet,Dawn,5,0
A-101477,1,NC,Charlotte,Clear,Dry,Dark - Street Lights,20,0
A-101478,3,CA,Los Angeles,Snow,Snow Cover,Dark - Street Lights,23,0
A-101479,1,CA,Los Angeles,Clear,Dry,Daylight,7,0
A-101480,4,AZ,Phoenix,Clear,Dry,Daylight,7,1
A-101481,4,IL,Chicago,Fog,Dry,Daylight,17,1
A-101482,2,NC,Charlotte,Clear,Dry,Daylight,15,0
A-101483,2,IL,Chicago,Clear,Dry,Daylight,6,1
A-101484,1,AZ,Phoenix,Rain,Wet,Daylight,10,0
A-101485,2,CA,San Diego,Clear,Dry,Dark - Street Lights,23,0
A-101486,2,NC,Charlotte,Rain,Wet,Daylight,16,0
A-101487,2,CA,Los Angeles,Clear,Dry,Daylight,15,0
A-101488,4,CA,San Diego,Clear,Construction Zone,Daylight,7,0
A-101489,3,AZ,Phoenix,Snow,Icy,Dawn,19,0
A-101490,4,NY,New York,Clear,Construction Zone,Daylight,8,0
A-101491,3,FL,Miami,Clear,Dry,Dark - Street Lights,0,0
A-101492,4,IL,Chicago,Overcast,Dry,Daylight,9,0
A-101493,3,FL,Miami,Clear,Construction Zone,Daylight,15,0
A-101494,1,AZ,Phoenix,Fog,Dry,Dark - Street Lights,22,1
A-101495,3,TX,Houston,Snow,Snow Cover,Daylight,13,0
A-101496,1,NY,New York,Clear,Dry,Daylight,18,1
A-101497,3,CA,Los Angeles,Clear,Dry,Daylight,15,0
A-101498,3,CA,San Diego,Heavy Rain,Construction Zone,Daylight,14,1
A-101499,3,IL,Chicago,Clear,Dry,Daylight,7,0
A-101500,3,AZ,Phoenix,Clear,Construction Zone,Daylight,17,0
A-101501,1,CA,San Diego,Clear,Dry,Daylight,6,0
A-101502,1,TX,Houston,Clear,Wet,Daylight,6,0
A-101503,1,NC,Charlotte,Clear,Dry,Daylight,17,0
A-101504,2,AZ,Phoenix,Fog,Wet,Daylight,10,0
A-101505,4,CA,Los Angeles,Rain,Construction Zone,Dusk,19,0
A-101506,2,IL,Chicago,Rain,Wet,Daylight,12,0
A-101507,1,CA,San Diego,Clear,Dry,Daylight,7,1
A-101508,2,IL,Chicago,Clear,Dry,Daylight,6,1
A-101509,2,TX,Houston,Overcast,Dry,Daylight,8,0
A-101510,4,NY,New York,Clear,Construction Zone,Daylight,12,0
A-101511,2,NY,New York,Fog,Dry,Daylight,7,0
A-101512,2,NY,New York,Heavy Rain,Wet,Daylight,7,1
A-101513,2,NY,New York,Rain,Wet,Daylight,17,0
A-101514,2,IL,Chicago,Clear,Wet,Dawn,19,0
A-101515,1,NY,New York,Overcast,Dry,Daylight,14,0
A-101516,1,CA,San Diego,Snow,Icy,Daylight,7,0
A-101517,1,IL,Chicago,Clear,Dry,Daylight,10,0
A-101518,1,IL,Chicago,Clear,Dry,Daylight,7,0
A-101519,2,NY,New York,Clear,Dry,Daylight,14,0
A-101520,3,CA,San Diego,Rain,Wet,Daylight,14,0
A-101521,3,FL,Miami,Clear,Construction Zone,Daylight,7,0
A-101522,1,CA,San Diego,Rain,Wet,Daylight,12,0
A-101523,2,CA,Los Angeles,Overcast,Construction Zone,Daylight,15,0
A-101524,2,AZ,Phoenix,Rain,Wet,Dark - Street Lights,3,0
A-101525,3,AZ,Phoenix,Heavy Rain,Wet,Daylight,16,1
A-101526,3,IL,Chicago,Clear,Construction Zone,Daylight,12,1
A-101527,3,CA,San Diego,Clear,Dry,Daylight,18,0
A-101528,1,TX,Houston,Rain,Wet,Daylight,6,0
A-101529,1,FL,Miami,Snow,Icy,Daylight,16,0
A-101530,1,CA,Los Angeles,Clear,Construction Zone,Daylight,8,0
A-101531,3,IL,Chicago,Clear,Dry,Daylight,16,0
A-101532,3,NC,Charlotte,Clear,Dry,Daylight,6,0
A-101533,2,AZ,Phoenix,Rain,Wet,Daylight,15,0
A-101534,2,NC,Charlotte,Heavy Rain,Wet,Dark - Street Lights,22,0
A-101535,3,CA,San Diego,Clear,Dry,Daylight,9,0
A-101536,3,CA,San Diego,Clear,Dry,Dawn,5,0
A-101537,3,FL,Miami,Snow,Snow Cover,Daylight,12,0
A-101538,2,IL,Chicago,Clear,Dry,Daylight,16,0
A-101539,2,TX,Houston,Overcast,Wet,Daylight,7,0
A-101540,3,AZ,Phoenix,Clear,Dry,Daylight,7,1
A-101541,4,CA,San Diego,Heavy Rain,Wet,Daylight,6,0
A-101542,1,TX,Houston,Rain,Wet,Daylight,8,0
A-101543,1,CA,San Diego,Clear,Dry,Daylight,9,1
A-101544,2,NC,Charlotte,Rain,Wet,Daylight,8,1
A-101545,2,NY,New York,Clear,Dry,Daylight,7,1
A-101546,1,CA,San Diego,Overcast,Dry,Daylight,16,0
A-101547,3,CA,Los Angeles,Rain,Wet,Daylight,14,1
A-101548,2,AZ,Phoenix,Heavy Rain,Construction Zone,Daylight,10,1
A-101549,1,FL,Miami,Rain,Wet,Daylight,7,1
A-101550,2,CA,Los Angeles,Heavy Rain,Wet,Daylight,6,0
A-101551,2,FL,Miami,Clear,Dry,Daylight,7,0
A-101552,4,CA,Los Angeles,Clear,Construction Zone,Daylight,15,0
A-101553,3,TX,Houston,Rain,Construction Zone,Daylight,15,0
A-101554,2,NC,Charlotte,Clear,Dry,Daylight,18,0
A-101555,1,NY,New York,Clear,Dry,Daylight,18,0
A-101556,2,NY,New York,Clear,Dry,Daylight,17,0
A-101557,2,NC,Charlotte,Snow,Icy,Daylight,8,0
A-101558,4,NC,Charlotte,Heavy Rain,Wet,Daylight,6,0
A-101559,2,FL,Miami,Clear,Dry,Daylight,15,1
A-101560,3,AZ,Phoenix,Clear,Construction Zone,Daylight,9,0
A-101561,4,NY,New York,Fog,Dry,Daylight,18,0
A-101562,2,TX,Houston,Fog,Dry,Daylight,8,0
A-101563,2,NY,New York,Rain,Wet,Daylight,8,1
A-101564,2,AZ,Phoenix,Snow,Icy,Daylight,17,0
A-101565,4,CA,Los Angeles,Clear,Dry,Daylight,13,0
A-101566,1,TX,Houston,Snow,Icy,Daylight,8,0
A-101567,1,NY,New York,Clear,Dry,Daylight,17,1
A-101568,4,CA,Los Angeles,Snow,Snow Cover,Dark - Street Lights,4,1
A-101569,3,TX,Houston,Clear,Dry,Dark - Street Lights,21,0
A-101570,2,NY,New York,Clear,Wet,Daylight,7,0
A-101571,3,AZ,Phoenix,Fog,Construction Zone,Daylight,10,0
A-101572,2,TX,Houston,Clear,Dry,Daylight,14,0
A-101573,1,FL,Miami,Clear,Dry,Daylight,8,0
A-101574,2,NC,Charlotte,Snow,Icy,Daylight,13,0
A-101575,1,NC,Charlotte,Rain,Wet,Daylight,16,0
A-101576,4,NC,Charlotte,Clear,Dry,Daylight,11,0
A-101577,1,AZ,Phoenix,Fog,Dry,Dawn,5,1
A-101578,2,NY,New York,Clear,Dry,Dark - Street Lights,4,0
A-101579,2,NC,Charlotte,Clear,Construction Zone,Daylight,18,1
A-101580,2,CA,San Diego,Rain,Construction Zone,Daylight,17,0
A-101581,2,CA,Los Angeles,Rain,Construction Zone,Daylight,16,0
A-101582,2,TX,Houston,Overcast,Dry,Daylight,8,0
A-101583,1,FL,Miami,Rain,Wet,Daylight,6,1
A-101584,3,FL,Miami,Rain,Wet,Daylight,6,1
A-101585,3,NY,New York,Snow,Snow Cover,Daylight,11,0
A-101586,1,NC,Charlotte,Clear,Dry,Daylight,18,0
A-101587,1,FL,Miami,Rain,Wet,Daylight,7,0
A-101588,1,CA,San Diego,Rain,Wet,Dark - Street Lights,21,0
A-101589,1,AZ,Phoenix,Clear,Dry,Daylight,17,1
A-101590,1,NY,New York,Rain,Wet,Dark - No Lights,3,0
A-101591,2,TX,Houston,Clear,Construction Zone,Daylight,12,0
A-101592,2,FL,Miami,Clear,Dry,Daylight,9,0
A-101593,1,IL,Chicago,Clear,Wet,Daylight,15,0
A-101594,3,NY,New York,Snow,Icy,Dark - No Lights,20,1
A-101595,1,TX,Houston,Heavy Rain,Wet,Daylight,14,0
A-101596,1,IL,Chicago,Rain,Wet,Daylight,14,0
A-101597,3,CA,Los Angeles,Clear,Dry,Daylight,18,1
A-101598,3,NC,Charlotte,Heavy Rain,Construction Zone,Daylight,9,1
A-101599,4,CA,San Diego,Fog,Dry,Dawn,19,1
A-101600,3,CA,Los Angeles,Snow,Icy,Daylight,15,1
A-101601,2,CA,Los Angeles,Rain,Wet,Dark - No Lights,20,0
A-101602,2,FL,Miami,Rain,Wet,Daylight,7,0
A-101603,2,AZ,Phoenix,Clear,Dry,Daylight,17,0
A-101604,2,CA,San Diego,Fog,Dry,Daylight,7,0
A-101605,2,CA,San Diego,Overcast,Dry,Daylight,9,0
A-101606,2,FL,Miami,Clear,Dry,Daylight,18,0
A-101607,3,TX,Houston,Rain,Construction Zone,Daylight,17,0
A-101608,2,TX,Houston,Clear,Dry,Daylight,17,0
A-101609,1,IL,Chicago,Clear,Wet,Dark - Street Lights,1,0
A-101610,3,TX,Houston,Rain,Construction Zone,Dark - No Lights,22,1
A-101611,4,AZ,Phoenix,Fog,Dry,Daylight,15,0
A-101612,3,NY,New York,Clear,Dry,Daylight,15,1
A-101613,3,CA,Los Angeles,Heavy Rain,Construction Zone,Daylight,6,0
A-101614,3,CA,Los Angeles,Fog,Construction Zone,Daylight,8,1
A-101615,3,CA,Los Angeles,Clear,Dry,Daylight,9,1
A-101616,2,NC,Charlotte,Clear,Dry,Dark - Street Lights,21,1
A-101617,4,AZ,Phoenix,Snow,Icy,Daylight,12,0
A-101618,3,CA,Los Angeles,Rain,Construction Zone,Daylight,17,0
A-101619,2,CA,Los Angeles,Heavy Rain,Wet,Daylight,14,1
A-101620,3,AZ,Phoenix,Clear,Dry,Daylight,14,1
A-101621,2,IL,Chicago,Clear,Dry,Daylight,7,0
A-101622,1,FL,Miami,Snow,Icy,Daylight,11,0
A-101623,2,CA,Los Angeles,Clear,Dry,Daylight,18,1
A-101624,2,NY,New York,Rain,Wet,Dark - Street Lights,4,0
A-101625,2,NC,Charlotte,Clear,Construction Zone,Daylight,15,0
A-101626,2,IL,Chicago,Clear,Dry,Dawn,19,0
A-101627,3,NY,New York,Fog,Dry,Daylight,18,1
A-101628,2,CA,San Diego,Heavy Rain,Wet,Dark - Street Lights,4,0
A-101629,1,TX,Houston,Clear,Dry,Daylight,18,0
A-101630,1,TX,Houston,Clear,Dry,Dark - No Lights,3,1
A-101631,1,CA,Los Angeles,Clear,Construction Zone,Daylight,8,0
A-101632,1,AZ,Phoenix,Clear,Dry,Daylight,12,0
A-101633,2,TX,Houston,Rain,Wet,Daylight,15,0
A-101634,3,CA,Los Angeles,Clear,Wet,Dawn,19,0
A-101635,3,FL,Miami,Snow,Icy,Daylight,16,0
A-101636,2,CA,Los Angeles,Overcast,Construction Zone,Daylight,17,0
A-101637,4,NC,Charlotte,Heavy Rain,Wet,Daylight,11,0
A-101638,2,NC,Charlotte,Clear,Dry,Daylight,16,0
A-101639,1,NY,New York,Rain,Wet,Dawn,5,1
A-101640,3,NY,New York,Snow,Snow Cover,Daylight,10,0
A-101641,2,CA,San Diego,Snow,Snow Cover,Daylight,8,0
A-101642,3,CA,Los Angeles,Overcast,Dry,Daylight,11,0
A-101643,2,FL,Miami,Clear,Wet,Daylight,11,0
A-101644,3,CA,San Diego,Snow,Icy,Daylight,11,1
A-101645,1,FL,Miami,Rain,Wet,Daylight,15,1
A-101646,2,CA,Los Angeles,Clear,Dry,Daylight,7,0
A-101647,2,FL,Miami,Clear,Dry,Dawn,5,0
A-101648,2,CA,Los Angeles,Clear,Dry,Daylight,14,0
A-101649,1,FL,Miami,Snow,Snow Cover,Daylight,7,0
A-101650,1,AZ,Phoenix,Clear,Dry,Daylight,18,1
A-101651,2,AZ,Phoenix,Fog,Dry,Dusk,19,0
A-101652,1,CA,Los Angeles,Rain,Wet,Daylight,8,1
A-101653,1,IL,Chicago,Rain,Wet,Daylight,13,0
A-101654,2,FL,Miami,Rain,Wet,Daylight,10,0
A-101655,2,CA,San Diego,Overcast,Dry,Dark - No Lights,21,0
A-101656,3,AZ,Phoenix,Snow,Snow Cover,Daylight,13,1
A-101657,2,NC,Charlotte,Rain,Construction Zone,Daylight,9,1
A-101658,2,IL,Chicago,Overcast,Dry,Daylight,7,0
A-101659,3,AZ,Phoenix,Rain,Construction Zone,Daylight,10,0
A-101660,1,FL,Miami,Rain,Wet,Daylight,12,0
