age,job,marital,education,default,balance,housing,loan,contact,duration,campaign,poutcome,deposit_subscribed
25,technician,married,primary,no,1721,no,no,telephone,379,1,unknown,no
41,self-employed,divorced,tertiary,no,14147,yes,no,telephone,725,1,other,yes
26,management,divorced,secondary,no,1318,no,no,cellular,686,3,failure,no
23,retired,divorced,secondary,yes,14098,no,no,telephone,547,2,unknown,no
19,self-employed,married,primary,no,3412,no,no,telephone,721,1,unknown,no
60,self-employed,divorced,primary,no,14,yes,no,cellular,69,3,unknown,no
42,entrepreneur,single,tertiary,no,10917,yes,no,telephone,863,6,unknown,no
64,management,divorced,primary,no,3869,yes,no,cellular,682,5,other,yes
26,blue-collar,single,primary,no,564,yes,no,cellular,184,1,failure,no
39,blue-collar,single,tertiary,no,13776,no,no,telephone,246,5,unknown,no
30,blue-collar,single,primary,no,1000,yes,no,cellular,460,1,failure,no
58,services,married,primary,no,7615,no,no,telephone,155,4,unknown,yes
29,services,married,primary,no,8927,no,no,cellular,415,2,failure,no
32,technician,married,tertiary,no,4361,no,no,telephone,476,4,unknown,yes
33,admin.,divorced,tertiary,no,11858,yes,yes,telephone,734,6,unknown,no
45,blue-collar,divorced,tertiary,no,11694,no,no,telephone,164,5,unknown,no
46,retired,divorced,secondary,no,4419,no,no,cellular,497,5,unknown,no
44,self-employed,married,secondary,no,13368,no,no,telephone,956,2,unknown,no
44,admin.,single,secondary,no,13758,no,no,cellular,919,6,other,yes
29,services,single,primary,no,1955,yes,no,telephone,833,2,unknown,no
53,management,single,primary,no,11357,yes,no,cellular,1028,6,unknown,no
22,retired,divorced,secondary,no,1817,yes,no,cellular,882,4,unknown,yes
28,retired,divorced,secondary,no,6528,no,no,telephone,728,6,unknown,yes
26,retired,divorced,secondary,no,6824,yes,no,telephone,508,3,unknown,no
48,management,divorced,secondary,no,4924,no,no,telephone,498,6,unknown,yes
70,services,married,tertiary,no,-183,yes,no,telephone,333,5,unknown,no
47,management,single,secondary,no,2665,no,no,cellular,775,1,unknown,yes
18,retired,married,tertiary,no,1894,no,no,telephone,673,5,other,yes
69,services,divorced,tertiary,no,11516,yes,no,telephone,538,4,unknown,no
18,management,married,primary,no,-86,yes,no,telephone,191,3,unknown,no
27,self-employed,divorced,secondary,no,9229,yes,no,telephone,963,3,unknown,yes
36,technician,divorced,primary,no,-223,yes,no,telephone,785,2,unknown,no
53,admin.,divorced,secondary,no,5980,yes,no,cellular,609,3,unknown,yes
50,admin.,divorced,tertiary,no,7637,yes,yes,cellular,239,5,unknown,no
23,retired,married,secondary,no,5129,no,no,cellular,1104,4,unknown,yes
27,blue-collar,single,secondary,no,11997,no,no,cellular,145,6,unknown,yes
59,services,married,primary,no,11927,yes,no,cellular,1055,3,unknown,no
60,entrepreneur,single,tertiary,no,7564,yes,no,telephone,1156,1,unknown,yes
31,services,divorced,secondary,yes,10998,yes,no,cellular,843,2,unknown,yes
58,management,married,tertiary,no,5863,yes,no,telephone,715,2,unknown,yes
25,management,married,primary,no,10172,no,no,cellular,408,1,unknown,no
65,services,single,tertiary,no,4392,no,no,telephone,769,4,unknown,yes
54,management,single,tertiary,no,-298,yes,no,telephone,452,4,success,yes
38,self-employed,married,tertiary,no,14586,yes,no,telephone,538,1,unknown,no
19,admin.,single,secondary,no,4471,yes,no,cellular,229,1,unknown,no
45,retired,single,secondary,no,-134,yes,yes,cellular,648,2,unknown,no
69,services,single,tertiary,no,10671,no,no,telephone,387,1,unknown,no
47,management,married,primary,no,7359,yes,no,cellular,163,4,unknown,yes
49,entrepreneur,married,secondary,no,-283,no,yes,cellular,605,6,unknown,yes
69,management,single,tertiary,no,13786,yes,no,cellular,120,5,failure,no
62,self-employed,single,tertiary,no,274,yes,yes,telephone,964,4,unknown,yes
41,technician,married,tertiary,no,6168,yes,no,telephone,741,3,unknown,yes
49,entrepreneur,married,secondary,no,3648,no,no,telephone,985,4,failure,no
28,admin.,married,tertiary,no,9741,yes,no,cellular,315,2,failure,yes
70,entrepreneur,single,tertiary,no,8012,yes,yes,cellular,494,6,failure,yes
25,retired,divorced,secondary,no,5971,yes,no,cellular,749,6,unknown,no
24,services,divorced,tertiary,no,13169,no,no,cellular,1063,1,unknown,no
62,management,single,secondary,no,2928,yes,yes,cellular,78,1,unknown,no
29,blue-collar,single,secondary,no,1448,yes,no,telephone,51,6,unknown,no
41,services,married,secondary,no,14566,yes,no,cellular,1036,1,unknown,yes
34,self-employed,married,tertiary,no,6425,no,no,telephone,1034,1,unknown,no
66,blue-collar,married,secondary,no,859,yes,no,cellular,961,4,failure,yes
48,admin.,married,secondary,no,11034,no,no,telephone,224,1,unknown,no
61,admin.,divorced,secondary,no,2469,yes,no,telephone,1127,6,failure,yes
25,self-employed,single,secondary,no,2166,yes,no,telephone,254,6,unknown,no
30,self-employed,married,primary,yes,12209,no,no,cellular,801,1,unknown,yes
61,self-employed,single,tertiary,no,10981,no,yes,cellular,315,2,failure,no
54,admin.,married,secondary,no,10951,yes,no,telephone,1143,1,unknown,yes
45,entrepreneur,single,primary,no,13881,no,no,telephone,1068,2,other,no
25,admin.,single,primary,no,10389,yes,no,telephone,1171,3,unknown,no
60,technician,divorced,secondary,no,151,yes,yes,cellular,830,1,unknown,yes
18,blue-collar,divorced,tertiary,no,8192,yes,no,cellular,684,2,other,no
30,self-employed,married,secondary,no,2324,yes,no,cellular,329,6,unknown,no
66,blue-collar,married,tertiary,no,689,no,no,telephone,770,2,failure,yes
66,entrepreneur,single,secondary,no,-47,yes,no,telephone,830,4,unknown,no
65,technician,married,tertiary,no,7848,no,no,cellular,524,5,unknown,no
22,entrepreneur,divorced,primary,no,8702,yes,no,cellular,111,3,unknown,no
59,retired,married,tertiary,no,14562,yes,no,telephone,820,6,unknown,yes
61,technician,married,secondary,no,7522,no,no,cellular,545,6,unknown,yes
36,services,married,secondary,no,8773,yes,no,cellular,716,5,unknown,yes
56,entrepreneur,divorced,tertiary,no,9544,no,yes,telephone,419,6,unknown,no
53,retired,single,secondary,no,2341,yes,no,telephone,535,2,unknown,no
39,technician,divorced,secondary,no,5916,yes,no,telephone,1130,3,unknown,yes
34,blue-collar,married,tertiary,no,-447,yes,no,telephone,1043,4,success,yes
70,management,divorced,tertiary,no,3853,yes,no,telephone,251,4,unknown,no
26,technician,single,secondary,no,392,yes,yes,cellular,1153,5,unknown,no
65,entrepreneur,single,primary,no,8782,yes,yes,telephone,612,4,unknown,yes
56,management,divorced,secondary,no,1985,yes,no,cellular,381,4,unknown,no
28,blue-collar,divorced,tertiary,no,3919,no,yes,cellular,862,2,unknown,yes
29,services,married,primary,yes,10496,yes,no,telephone,943,2,unknown,no
44,self-employed,married,primary,no,5799,no,no,cellular,1138,3,unknown,yes
45,retired,married,primary,no,9586,yes,no,cellular,793,2,failure,yes
62,entrepreneur,single,secondary,no,4648,yes,no,telephone,502,4,unknown,no
19,services,divorced,tertiary,no,11182,no,no,telephone,766,4,unknown,yes
46,entrepreneur,single,secondary,no,3244,yes,no,telephone,1010,2,unknown,no
59,services,single,secondary,no,11963,yes,no,cellular,219,5,unknown,yes
23,management,married,primary,no,13565,yes,no,cellular,499,4,unknown,no
32,blue-collar,divorced,primary,no,12330,no,no,cellular,620,5,unknown,yes
28,services,single,primary,no,762,yes,yes,cellular,1123,1,failure,yes
41,technician,single,tertiary,no,3524,no,no,cellular,587,5,failure,no
21,entrepreneur,single,primary,no,2054,no,no,telephone,601,4,unknown,yes
25,services,single,tertiary,no,192,yes,no,cellular,618,4,unknown,yes
66,entrepreneur,divorced,tertiary,no,14061,yes,no,telephone,859,3,unknown,yes
50,self-employed,single,primary,no,9327,no,no,cellular,874,4,unknown,yes
38,self-employed,single,primary,no,12198,no,yes,cellular,648,4,unknown,yes
32,self-employed,married,secondary,no,11179,yes,no,telephone,297,4,success,yes
27,blue-collar,married,secondary,no,7120,no,no,telephone,189,5,unknown,no
53,self-employed,single,secondary,no,4930,yes,no,cellular,52,1,unknown,no
35,admin.,single,tertiary,no,8037,yes,no,telephone,972,3,unknown,yes
21,blue-collar,married,secondary,no,7920,yes,no,cellular,344,4,unknown,no
64,management,single,primary,no,2716,yes,no,telephone,481,1,unknown,yes
26,services,married,tertiary,no,12598,no,no,telephone,461,1,success,yes
20,management,divorced,secondary,no,3089,yes,no,telephone,263,1,unknown,no
39,retired,married,secondary,no,8477,no,no,telephone,698,5,unknown,yes
63,management,divorced,primary,no,-136,yes,no,telephone,1051,6,success,yes
55,management,married,primary,no,8593,yes,no,cellular,980,2,other,yes
50,retired,married,tertiary,no,8782,yes,yes,cellular,1015,6,unknown,yes
21,entrepreneur,married,secondary,no,7252,no,no,telephone,272,3,unknown,no
49,entrepreneur,divorced,primary,no,13417,yes,no,cellular,718,2,unknown,yes
23,blue-collar,single,primary,no,-361,yes,no,cellular,341,1,unknown,yes
26,management,married,tertiary,no,13045,no,no,cellular,112,2,other,no
20,blue-collar,single,tertiary,yes,14615,yes,no,telephone,1034,1,unknown,yes
51,blue-collar,divorced,secondary,no,7074,no,no,cellular,1046,5,unknown,yes
43,retired,divorced,primary,no,12775,yes,no,telephone,631,6,failure,yes
69,services,married,tertiary,no,3443,yes,no,cellular,192,1,unknown,yes
24,self-employed,single,primary,no,4128,no,no,cellular,1016,4,unknown,no
60,management,divorced,primary,no,10250,yes,no,cellular,736,1,unknown,no
69,management,married,primary,no,7094,no,no,telephone,950,2,failure,yes
63,entrepreneur,divorced,secondary,no,11812,no,no,cellular,366,3,unknown,no
39,technician,single,primary,no,9394,yes,no,cellular,399,4,unknown,yes
41,retired,divorced,secondary,no,1213,yes,no,cellular,462,2,unknown,no
65,management,divorced,secondary,no,9174,no,no,telephone,110,4,success,no
36,self-employed,single,secondary,no,6173,no,no,cellular,1001,4,other,no
56,services,married,tertiary,no,3836,yes,no,cellular,499,6,other,yes
34,admin.,divorced,primary,no,12959,yes,no,telephone,127,1,failure,no
70,entrepreneur,single,tertiary,no,11505,no,no,telephone,134,4,success,yes
60,management,single,primary,no,5873,no,no,cellular,59,6,unknown,no
33,self-employed,single,primary,no,11778,no,no,telephone,556,4,unknown,yes
64,technician,married,primary,no,4231,yes,no,cellular,186,2,other,no
18,services,single,secondary,no,1357,no,no,telephone,1076,1,unknown,yes
68,blue-collar,married,primary,no,5855,no,no,telephone,67,5,failure,no
23,blue-collar,single,primary,no,8053,no,no,telephone,749,1,unknown,yes
66,entrepreneur,single,tertiary,no,6093,yes,no,telephone,167,6,unknown,no
67,self-employed,divorced,secondary,no,10027,yes,no,cellular,957,2,unknown,yes
60,retired,divorced,secondary,no,13221,yes,no,telephone,204,2,failure,no
53,blue-collar,divorced,primary,no,8569,no,no,telephone,275,5,failure,no
58,retired,single,secondary,no,6473,yes,no,cellular,644,6,success,yes
34,entrepreneur,single,secondary,no,6250,no,no,telephone,183,4,unknown,no
19,admin.,married,secondary,no,1024,no,no,cellular,772,1,unknown,yes
39,retired,single,primary,no,9039,no,no,telephone,667,5,failure,no
23,management,divorced,tertiary,no,14169,yes,no,telephone,890,1,unknown,yes
21,technician,single,primary,no,9138,yes,no,cellular,990,3,unknown,yes
28,services,single,secondary,no,10124,no,no,cellular,64,4,unknown,no
28,services,married,primary,no,13837,yes,no,cellular,1038,5,unknown,yes
57,entrepreneur,single,tertiary,no,1731,yes,no,telephone,581,2,unknown,no
63,entrepreneur,married,tertiary,no,-477,no,no,cellular,548,6,unknown,yes
59,blue-collar,divorced,primary,no,158,yes,no,cellular,177,6,unknown,no
35,blue-collar,divorced,primary,no,11251,yes,no,telephone,249,3,unknown,yes
64,blue-collar,married,secondary,no,5705,no,no,telephone,442,6,unknown,yes
30,services,married,secondary,no,6667,yes,yes,telephone,354,1,failure,no
65,self-employed,divorced,secondary,no,1309,no,yes,telephone,392,4,failure,no
66,blue-collar,divorced,secondary,no,10055,yes,no,telephone,1006,4,unknown,yes
46,technician,single,primary,no,5800,yes,no,cellular,254,3,failure,no
62,blue-collar,married,tertiary,no,4582,no,yes,cellular,524,3,unknown,yes
60,technician,divorced,secondary,no,-445,yes,yes,telephone,1193,3,unknown,yes
24,management,divorced,secondary,no,12682,yes,no,telephone,1187,5,unknown,yes
57,services,single,secondary,no,5007,yes,no,telephone,1039,2,unknown,yes
62,blue-collar,single,tertiary,no,3289,yes,yes,telephone,874,5,success,yes
61,self-employed,divorced,primary,no,3014,yes,yes,telephone,53,5,unknown,no
59,self-employed,single,primary,no,3378,no,yes,telephone,1129,6,unknown,no
20,self-employed,divorced,secondary,no,10269,no,no,telephone,473,4,other,yes
50,services,divorced,secondary,yes,10909,yes,no,telephone,1169,6,unknown,no
58,admin.,divorced,secondary,no,12972,yes,no,cellular,431,2,unknown,yes
21,self-employed,single,tertiary,no,1431,no,no,telephone,643,6,unknown,no
28,self-employed,married,primary,no,75,yes,no,telephone,252,1,failure,no
27,entrepreneur,single,secondary,no,12813,yes,no,telephone,957,2,failure,yes
60,services,married,secondary,no,13208,no,no,telephone,468,6,failure,no
30,entrepreneur,married,secondary,no,7116,no,no,cellular,289,1,unknown,no
25,self-employed,married,tertiary,no,11585,no,yes,cellular,1133,2,failure,yes
21,blue-collar,single,tertiary,no,5056,yes,yes,telephone,710,5,unknown,yes
45,self-employed,single,primary,no,3112,no,yes,cellular,935,1,unknown,yes
23,retired,married,primary,no,13380,yes,yes,cellular,85,6,unknown,no
64,admin.,single,secondary,no,11660,no,no,cellular,419,4,success,yes
68,retired,single,tertiary,no,9410,yes,yes,telephone,670,4,unknown,no
50,management,married,secondary,no,8441,no,no,telephone,618,4,unknown,no
27,technician,married,tertiary,no,195,yes,no,telephone,987,1,unknown,yes
60,management,single,secondary,no,5094,yes,no,telephone,1115,2,unknown,yes
33,entrepreneur,single,secondary,no,4769,yes,yes,telephone,378,5,unknown,yes
63,admin.,divorced,secondary,no,2906,yes,no,telephone,757,1,failure,no
51,technician,single,primary,no,12639,yes,yes,telephone,547,5,unknown,no
51,admin.,married,tertiary,no,13540,no,no,telephone,1050,2,unknown,yes
66,services,divorced,tertiary,no,3887,yes,no,cellular,849,5,unknown,no
51,management,married,secondary,no,3476,no,no,cellular,784,6,failure,yes
31,blue-collar,married,secondary,no,13810,yes,no,telephone,350,3,success,yes
36,admin.,single,secondary,no,11314,no,no,cellular,631,2,success,yes
19,blue-collar,married,secondary,no,12477,yes,no,cellular,492,6,unknown,yes
62,technician,married,secondary,no,1699,yes,no,cellular,726,1,unknown,no
36,services,single,primary,no,12034,no,no,telephone,675,6,unknown,yes
69,technician,single,primary,no,9328,yes,no,cellular,1144,1,unknown,yes
55,blue-collar,divorced,tertiary,no,3051,yes,no,cellular,110,4,other,no
23,self-employed,married,secondary,no,7703,no,no,cellular,51,2,unknown,yes
69,admin.,divorced,primary,no,6299,yes,yes,cellular,530,6,unknown,no
62,self-employed,married,tertiary,no,9266,yes,no,telephone,36,5,unknown,no
57,retired,single,primary,no,9390,yes,yes,telephone,252,5,unknown,no
51,self-employed,married,primary,no,11894,no,no,cellular,471,5,unknown,yes
33,self-employed,married,secondary,no,757,yes,no,telephone,296,5,unknown,no
20,retired,divorced,primary,no,5029,yes,no,telephone,921,6,unknown,yes
25,technician,married,primary,no,14964,yes,no,cellular,769,4,unknown,yes
70,admin.,married,primary,no,690,yes,no,cellular,389,2,unknown,no
21,entrepreneur,divorced,tertiary,no,8872,yes,no,telephone,899,5,unknown,yes
31,management,married,tertiary,no,1397,yes,no,cellular,1110,4,failure,yes
33,self-employed,divorced,tertiary,no,8160,yes,yes,cellular,796,5,failure,yes
60,retired,married,tertiary,no,9423,no,no,cellular,622,3,unknown,no
63,self-employed,married,tertiary,no,6100,no,no,telephone,799,6,unknown,yes
56,self-employed,single,tertiary,no,8269,no,no,cellular,330,3,unknown,yes
67,management,divorced,tertiary,no,13538,yes,no,cellular,251,2,failure,no
32,management,single,secondary,no,8672,no,yes,cellular,1172,4,unknown,yes
47,entrepreneur,single,tertiary,no,11776,yes,no,cellular,1094,5,unknown,yes
56,retired,divorced,primary,no,8023,yes,no,cellular,613,1,other,no
60,blue-collar,single,tertiary,no,6613,yes,no,cellular,861,5,failure,yes
27,entrepreneur,divorced,secondary,no,8521,yes,no,telephone,179,2,unknown,no
45,blue-collar,divorced,tertiary,no,12058,yes,no,telephone,276,3,failure,no
43,technician,single,tertiary,no,4591,no,no,cellular,90,2,unknown,no
18,entrepreneur,divorced,secondary,no,5878,yes,yes,telephone,1061,2,unknown,yes
70,retired,single,primary,no,5647,yes,no,telephone,194,3,unknown,yes
65,retired,single,secondary,no,2403,no,no,telephone,872,6,unknown,no
32,management,married,primary,no,6719,yes,no,cellular,149,6,success,no
64,entrepreneur,married,tertiary,no,1747,yes,no,cellular,1037,6,unknown,yes
42,admin.,single,tertiary,no,9359,yes,no,cellular,843,5,unknown,yes
30,services,single,secondary,no,14855,yes,no,telephone,380,2,unknown,no
24,self-employed,divorced,primary,no,2857,no,no,cellular,238,1,unknown,yes
25,services,married,primary,no,10471,yes,no,telephone,800,1,unknown,yes
60,management,married,secondary,no,11394,no,no,telephone,127,2,other,no
20,blue-collar,married,secondary,no,366,yes,no,telephone,238,4,unknown,no
27,self-employed,divorced,secondary,no,2290,no,yes,cellular,218,4,other,no
70,technician,single,tertiary,no,8010,no,no,telephone,1036,6,unknown,yes
66,entrepreneur,single,tertiary,no,1383,no,no,telephone,866,1,unknown,yes
46,admin.,married,tertiary,no,11283,no,no,cellular,958,4,failure,yes
49,services,married,tertiary,no,1900,no,yes,cellular,800,5,unknown,no
28,technician,single,tertiary,no,10540,yes,no,telephone,60,3,unknown,no
24,management,married,tertiary,no,693,yes,no,cellular,178,5,unknown,no
47,admin.,divorced,tertiary,no,10671,yes,no,telephone,1149,1,success,yes
20,retired,single,tertiary,no,3265,no,no,telephone,1069,3,unknown,yes
56,retired,divorced,tertiary,no,9813,yes,yes,telephone,955,6,unknown,yes
69,admin.,divorced,tertiary,no,5348,no,no,telephone,946,4,unknown,yes
60,technician,single,tertiary,no,5733,no,no,cellular,974,4,unknown,yes
52,technician,divorced,tertiary,no,7787,yes,no,cellular,685,5,unknown,yes
65,admin.,divorced,tertiary,no,8091,yes,no,cellular,785,1,unknown,no
60,retired,married,secondary,no,4937,no,no,cellular,285,2,unknown,no
67,retired,married,secondary,no,14806,yes,no,telephone,431,2,unknown,no
36,technician,divorced,primary,no,1680,no,no,telephone,831,2,other,yes
54,blue-collar,married,secondary,no,804,no,no,cellular,1121,3,failure,no
29,retired,married,primary,no,2315,yes,no,cellular,733,5,unknown,no
24,services,divorced,primary,no,5909,yes,yes,telephone,1092,3,success,yes
53,retired,single,tertiary,no,7491,no,no,telephone,489,1,unknown,no
25,blue-collar,single,secondary,no,2200,yes,no,telephone,513,3,failure,yes
41,services,married,secondary,no,4311,yes,no,telephone,444,1,unknown,yes
57,services,married,secondary,no,8093,yes,no,telephone,679,1,unknown,yes
27,blue-collar,married,primary,no,5297,yes,no,cellular,1102,4,unknown,yes
26,self-employed,single,secondary,no,3350,no,no,telephone,853,2,other,no
53,entrepreneur,married,primary,no,13656,no,no,telephone,1133,4,unknown,no
26,self-employed,divorced,secondary,no,11637,no,no,telephone,894,3,failure,yes
63,management,single,tertiary,no,9566,no,no,telephone,710,1,unknown,no
20,admin.,single,secondary,no,3261,no,no,cellular,514,2,unknown,no
70,blue-collar,married,secondary,no,-409,yes,no,cellular,901,5,failure,no
36,management,married,tertiary,no,5776,yes,no,telephone,325,4,success,yes
32,entrepreneur,married,tertiary,no,11286,no,no,cellular,43,2,unknown,no
65,technician,married,secondary,no,640,yes,no,cellular,1142,1,failure,yes
22,technician,single,tertiary,no,13281,no,no,cellular,150,4,failure,no
51,services,married,secondary,no,2841,no,no,cellular,1120,2,failure,yes
63,blue-collar,divorced,secondary,no,2460,no,no,telephone,563,6,success,yes
35,self-employed,single,secondary,no,8858,no,no,cellular,1076,6,failure,yes
60,services,divorced,primary,no,8500,no,no,cellular,990,2,unknown,yes
30,self-employed,divorced,tertiary,no,8748,no,no,cellular,697,2,unknown,yes
54,services,divorced,secondary,no,1151,no,no,cellular,650,2,unknown,yes
28,retired,divorced,secondary,no,3506,no,no,cellular,685,5,success,yes
25,self-employed,divorced,tertiary,no,11684,no,no,telephone,623,2,success,yes
34,management,divorced,secondary,no,11378,yes,no,telephone,35,2,unknown,no
28,admin.,married,primary,no,9263,yes,no,telephone,260,2,unknown,no
38,technician,divorced,tertiary,no,8002,yes,yes,cellular,305,3,unknown,no
21,services,single,primary,no,3846,no,no,telephone,1092,5,unknown,yes
40,services,divorced,tertiary,no,13893,yes,no,cellular,514,6,unknown,no
69,admin.,single,primary,no,4449,yes,no,cellular,686,1,unknown,yes
28,services,divorced,tertiary,no,13714,yes,no,cellular,743,6,unknown,yes
48,management,divorced,tertiary,no,428,no,no,cellular,881,4,unknown,no
49,blue-collar,divorced,primary,no,293,no,no,cellular,454,2,unknown,no
62,self-employed,married,secondary,no,1787,yes,no,cellular,267,1,unknown,no
29,admin.,single,tertiary,no,6815,yes,no,telephone,539,2,other,no
31,admin.,married,tertiary,no,5730,yes,no,cellular,962,6,other,no
67,blue-collar,single,secondary,no,976,yes,no,telephone,1104,2,other,no
54,retired,single,primary,no,5653,yes,no,cellular,781,3,failure,no
22,admin.,single,tertiary,no,9268,yes,no,telephone,64,1,unknown,no
27,management,single,secondary,no,8506,yes,no,telephone,296,2,failure,no
22,technician,single,primary,no,14740,yes,yes,cellular,1011,2,unknown,yes
28,admin.,married,tertiary,no,898,yes,no,cellular,874,2,unknown,no
51,blue-collar,married,secondary,no,13656,yes,no,cellular,484,6,failure,yes
33,admin.,single,primary,no,14376,no,no,telephone,784,4,other,yes
22,retired,married,tertiary,no,5202,yes,no,cellular,534,3,unknown,yes
69,management,married,secondary,yes,222,no,no,cellular,109,2,unknown,no
68,entrepreneur,divorced,primary,no,6031,yes,no,telephone,361,4,unknown,no
51,blue-collar,divorced,tertiary,no,1259,yes,yes,cellular,731,6,unknown,yes
50,admin.,married,secondary,no,382,yes,no,cellular,127,3,unknown,no
35,self-employed,married,primary,no,2366,yes,no,cellular,1187,4,unknown,yes
51,retired,married,secondary,no,9267,yes,yes,cellular,1179,1,unknown,no
69,services,divorced,secondary,no,12768,no,no,telephone,925,4,unknown,yes
40,blue-collar,divorced,primary,no,10960,no,yes,cellular,574,4,unknown,yes
39,admin.,single,primary,no,9142,yes,no,telephone,106,1,failure,no
33,blue-collar,divorced,tertiary,no,13556,no,no,cellular,675,2,unknown,yes
38,technician,single,secondary,no,7722,yes,no,telephone,838,5,unknown,yes
32,blue-collar,single,secondary,no,10725,yes,no,telephone,239,4,other,no
27,services,married,secondary,no,7446,yes,no,cellular,386,3,unknown,yes
62,management,divorced,tertiary,no,9503,yes,yes,telephone,368,4,failure,no
26,admin.,single,secondary,no,7048,no,no,cellular,246,1,unknown,no
60,admin.,divorced,tertiary,no,1057,no,no,cellular,511,3,unknown,no
54,self-employed,single,primary,no,6781,no,no,telephone,1070,1,failure,no
52,entrepreneur,married,secondary,no,2133,no,no,telephone,1098,5,failure,yes
46,retired,married,primary,no,511,no,no,cellular,887,4,unknown,no
29,services,married,tertiary,no,9259,yes,no,cellular,353,5,other,no
55,management,single,tertiary,no,8669,no,no,telephone,1007,6,unknown,yes
55,retired,single,tertiary,no,14322,no,no,telephone,260,3,unknown,no
53,services,single,secondary,no,14143,no,no,cellular,712,6,unknown,yes
47,entrepreneur,single,secondary,no,13996,no,no,telephone,800,4,unknown,yes
57,entrepreneur,single,secondary,no,4618,yes,no,cellular,1178,3,unknown,yes
40,services,divorced,secondary,no,8457,yes,no,cellular,574,5,unknown,no
32,admin.,married,primary,no,5974,yes,no,telephone,169,4,unknown,no
23,management,single,primary,no,1350,no,no,cellular,762,6,failure,yes
70,technician,single,tertiary,no,3311,yes,no,cellular,729,2,success,yes
34,retired,divorced,tertiary,no,4946,no,no,cellular,767,3,failure,yes
34,blue-collar,divorced,primary,no,10154,yes,no,telephone,590,1,failure,no
22,self-employed,divorced,secondary,no,14759,no,no,cellular,559,5,unknown,no
58,admin.,divorced,tertiary,no,11451,yes,no,cellular,228,3,unknown,no
51,blue-collar,single,secondary,no,14558,yes,no,telephone,1148,4,unknown,yes
69,services,divorced,tertiary,no,9634,yes,no,telephone,1191,3,unknown,no
38,retired,divorced,secondary,no,12665,no,yes,cellular,399,1,failure,no
41,services,divorced,secondary,no,228,yes,yes,cellular,895,6,failure,yes
56,entrepreneur,single,secondary,no,6230,no,no,cellular,1084,5,unknown,yes
21,entrepreneur,married,primary,no,9234,no,no,cellular,641,5,success,yes
21,management,married,secondary,no,3988,no,no,telephone,913,4,unknown,yes
45,management,single,primary,no,14759,yes,no,telephone,1033,4,unknown,no
54,self-employed,married,secondary,no,2650,no,no,cellular,900,2,unknown,no
34,entrepreneur,married,primary,no,2519,no,no,telephone,140,1,unknown,no
56,retired,single,primary,yes,14768,no,no,cellular,272,2,unknown,yes
66,self-employed,married,secondary,no,7265,yes,yes,telephone,167,4,unknown,yes
35,blue-collar,single,secondary,no,13455,yes,no,telephone,152,1,failure,no
18,blue-collar,married,tertiary,no,5989,yes,no,cellular,431,1,unknown,no
40,self-employed,single,secondary,no,11268,yes,no,cellular,900,1,unknown,yes
28,admin.,single,tertiary,no,11549,no,no,cellular,910,3,unknown,yes
66,admin.,married,tertiary,no,12918,no,no,telephone,1082,2,unknown,yes
53,services,divorced,secondary,no,5431,no,no,telephone,126,1,unknown,no
37,retired,married,tertiary,no,11620,yes,no,cellular,258,2,success,yes
63,self-employed,married,tertiary,no,11566,no,no,cellular,953,4,other,yes
31,services,divorced,secondary,no,10616,no,no,cellular,422,5,unknown,no
70,blue-collar,married,secondary,no,10232,yes,no,cellular,822,2,failure,yes
63,services,single,secondary,no,12489,no,no,cellular,576,5,other,yes
32,management,single,primary,no,13643,no,no,cellular,1084,1,failure,yes
48,management,divorced,primary,no,5158,no,no,telephone,766,3,unknown,yes
52,services,divorced,secondary,no,7284,no,no,cellular,61,6,unknown,no
69,retired,single,tertiary,no,1909,yes,no,telephone,1133,6,unknown,no
55,entrepreneur,divorced,tertiary,no,2039,no,no,cellular,656,3,unknown,no
48,blue-collar,married,secondary,no,3658,yes,yes,cellular,1136,6,success,yes
29,management,single,primary,no,10128,yes,no,cellular,517,5,failure,yes
25,self-employed,single,secondary,no,2074,no,no,cellular,1088,5,other,no
53,services,single,primary,no,12872,yes,no,cellular,34,1,unknown,no
47,entrepreneur,married,primary,no,-12,yes,no,telephone,821,1,unknown,yes
36,services,married,secondary,no,4231,yes,no,telephone,683,6,unknown,no
55,admin.,married,secondary,no,11805,no,no,cellular,429,3,unknown,no
55,retired,divorced,primary,no,2753,no,no,telephone,857,2,unknown,no
35,retired,divorced,tertiary,no,13165,yes,yes,cellular,922,4,success,yes
45,management,single,primary,yes,10105,yes,no,cellular,214,6,failure,no
32,management,single,secondary,no,1147,yes,no,telephone,991,1,unknown,yes
67,services,married,secondary,no,4320,no,no,telephone,356,4,unknown,no
51,services,divorced,secondary,no,8020,no,no,telephone,1113,6,unknown,yes
57,blue-collar,married,primary,no,9188,yes,no,cellular,1196,4,other,yes
56,services,single,primary,no,1674,yes,no,telephone,960,6,unknown,yes
29,entrepreneur,single,secondary,no,8565,no,no,telephone,315,1,failure,yes
50,retired,single,secondary,no,4264,no,no,cellular,1029,3,unknown,yes
22,blue-collar,divorced,tertiary,no,10067,no,no,telephone,312,4,unknown,yes
56,self-employed,married,tertiary,no,6860,yes,no,telephone,780,3,other,yes
53,retired,divorced,secondary,no,13155,no,no,cellular,35,5,unknown,no
41,self-employed,single,tertiary,no,14869,no,yes,telephone,479,6,other,yes
21,self-employed,single,primary,no,4062,no,no,cellular,1060,2,other,yes
64,management,single,primary,no,8022,no,no,cellular,359,6,unknown,no
